,account.length,voice.plan,voice.messages,intl.plan,intl.mins,intl.calls,intl.charge,day.mins,day.calls,day.charge,eve.mins,eve.calls,eve.charge,night.mins,night.calls,night.charge,customer.calls,churn
1539,113,no,0,no,13.7,3,3.7,61.2,111,10.4,92.3,88,7.85,197.4,114,8.88,5,1
1540,128,no,0,yes,10.7,5,2.89,245.2,112,41.68,101.5,101,8.63,152.3,116,6.85,0,0
1541,117,no,0,no,15.7,10,4.24,102.3,100,17.39,135.2,104,11.49,199.7,93,8.99,3,0
1542,48,yes,36,no,7.6,4,2.05,230.9,92,39.25,167.6,121,14.25,270.0,87,12.15,3,0
1543,81,no,0,yes,11.9,3,3.21,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,0,0
1544,57,no,0,no,12.7,6,3.43,192.8,68,32.78,158.0,86,13.43,235.5,105,10.6,1,0
1545,140,no,0,no,8.2,2,2.21,162.6,98,27.64,206.2,109,17.53,141.6,66,6.37,1,0
1546,107,yes,38,no,11.0,1,2.97,219.4,92,37.3,180.5,73,15.34,104.1,91,4.68,2,0
1547,56,no,0,no,14.3,4,3.86,137.2,111,23.32,165.9,119,14.1,182.3,72,8.2,1,0
1548,159,no,0,no,10.5,10,2.84,87.7,103,14.91,278.2,97,23.65,170.6,93,7.68,1,0
1549,102,no,0,no,10.3,5,2.78,271.1,80,46.09,172.0,133,14.62,169.2,105,7.61,1,0
1550,107,no,0,no,14.4,3,3.89,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,1,0
1551,106,no,0,no,11.4,2,3.08,52.2,106,8.87,220.1,113,18.71,112.3,95,5.05,2,0
1552,225,no,0,no,8.7,3,2.35,165.4,106,28.12,273.7,109,23.26,210.0,93,9.45,0,1
1553,75,no,0,no,16.4,3,4.43,147.5,110,25.08,191.7,97,16.29,135.0,68,6.08,2,0
1554,86,no,0,no,11.3,7,3.05,217.8,93,37.03,214.7,95,18.25,228.7,70,10.29,0,0
1555,169,no,0,no,13.3,10,3.59,235.7,79,40.07,136.9,85,11.64,220.9,97,9.94,1,0
1556,122,yes,22,no,8.6,5,2.32,204.5,92,34.77,139.6,121,11.87,205.0,103,9.23,2,0
1557,106,no,0,no,9.6,2,2.59,178.4,143,30.33,247.0,123,21.0,259.9,105,11.7,0,0
1558,52,yes,32,no,13.5,5,3.65,130.1,68,22.12,247.2,77,21.01,289.4,87,13.02,2,0
1559,79,yes,34,no,14.8,4,4.0,103.7,100,17.63,236.3,78,20.09,256.6,102,11.55,2,0
1560,135,no,0,no,5.9,3,1.59,239.9,91,40.78,177.1,104,15.05,217.2,118,9.77,2,0
1561,70,no,0,no,8.9,4,2.4,148.4,110,25.23,267.1,90,22.7,151.5,101,6.82,0,0
1562,80,no,0,no,10.0,2,2.7,148.6,106,25.26,210.8,65,17.92,203.7,86,9.17,2,0
1563,37,no,0,no,12.9,1,3.48,191.1,69,32.49,129.2,113,10.98,207.5,117,9.34,0,0
1564,161,yes,39,no,7.3,4,1.97,218.5,76,37.15,112.7,94,9.58,205.1,121,9.23,1,0
1566,123,no,0,no,10.8,5,2.92,128.7,126,21.88,117.6,94,10.0,198.4,132,8.93,0,0
1567,80,yes,38,no,9.5,10,2.57,236.6,69,40.22,197.5,68,16.79,209.5,102,9.43,2,0
1569,105,yes,27,no,11.4,2,3.08,141.2,96,24.0,167.7,94,14.25,274.4,101,12.35,1,0
1570,73,yes,31,no,11.5,3,3.11,194.4,104,33.05,176.0,84,14.96,230.1,110,10.35,0,0
1572,179,no,0,no,6.1,4,1.65,234.5,134,39.87,164.2,94,13.96,191.4,72,8.61,1,0
1573,57,no,0,no,10.1,9,2.73,154.2,78,26.21,196.7,85,16.72,253.5,97,11.41,1,0
1574,127,yes,14,no,11.6,1,3.13,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,1,0
1575,122,yes,40,yes,12.7,4,3.43,216.4,80,36.79,249.7,90,21.22,185.9,99,8.37,1,0
1576,33,yes,35,no,8.5,2,2.3,161.9,85,27.52,151.2,82,12.85,191.0,131,8.59,1,0
1577,94,no,0,no,10.4,6,2.81,118.7,90,20.18,205.1,57,17.43,172.2,100,7.75,3,0
1578,100,no,0,no,10.2,10,2.75,179.1,123,30.45,196.6,132,16.71,186.7,116,8.4,1,0
1579,106,no,0,no,8.8,5,2.38,147.9,97,25.14,209.3,99,17.79,162.1,80,7.29,2,0
1580,148,yes,38,no,16.5,4,4.46,209.2,110,35.56,116.6,73,9.91,109.6,105,4.93,2,0
1581,120,yes,29,no,10.6,6,2.86,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,0,0
1583,86,no,0,no,9.0,2,2.43,150.5,92,25.59,120.3,95,10.23,271.2,96,12.2,1,0
1584,78,yes,25,no,13.2,2,3.56,197.4,73,33.56,295.7,113,25.13,211.7,73,9.53,0,0
1585,94,no,0,no,12.6,5,3.4,163.5,136,27.8,143.7,111,12.21,253.4,82,11.4,1,0
1586,85,no,0,no,11.4,7,3.08,236.9,93,40.27,197.7,113,16.8,309.1,78,13.91,2,1
1587,89,no,0,no,7.2,4,1.94,82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,1,0
1588,128,no,0,no,12.7,4,3.43,216.0,111,36.72,153.7,115,13.06,227.0,74,10.22,1,0
1589,115,no,0,yes,12.4,3,3.35,180.0,119,30.6,198.8,126,16.9,217.1,70,9.77,1,0
1590,76,no,0,no,5.8,6,1.57,143.7,55,24.43,173.1,108,14.71,239.1,95,10.76,1,0
1591,75,yes,39,no,11.3,7,3.05,198.2,107,33.69,280.4,132,23.83,129.6,73,5.83,1,0
1592,90,yes,29,no,11.1,5,3.0,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,2,0
1593,30,no,0,no,5.8,10,1.57,137.6,108,23.39,162.0,80,13.77,187.7,126,8.45,3,0
1594,105,no,0,yes,10.9,7,2.94,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,1,1
1595,102,yes,31,no,6.3,2,1.7,125.3,92,21.3,141.2,108,12.0,168.2,68,7.57,3,0
1596,83,no,0,no,8.6,4,2.32,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,3,0
1598,155,no,0,no,15.1,4,4.08,163.0,93,27.71,203.9,102,17.33,159.0,109,7.15,2,0
1599,82,yes,29,no,8.8,2,2.38,163.8,77,27.85,134.9,112,11.47,79.3,95,3.57,2,0
1600,87,no,0,no,13.4,3,3.62,189.5,113,32.22,204.9,100,17.42,221.7,93,9.98,1,0
1601,115,yes,26,no,4.5,4,1.22,155.2,110,26.38,230.9,133,19.63,261.6,100,11.77,0,0
1602,99,no,0,yes,11.3,3,3.05,242.3,102,41.19,350.9,102,29.83,163.1,93,7.34,0,1
1604,54,yes,33,no,11.3,4,3.05,112.0,90,19.04,208.0,112,17.68,150.3,83,6.76,2,0
1605,105,no,0,no,13.3,5,3.59,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,3,0
1606,73,no,0,no,11.1,4,3.0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,1,0
1607,95,no,0,no,10.1,3,2.73,198.4,113,33.73,235.9,144,20.05,325.6,99,14.65,0,0
1608,21,yes,19,no,12.9,7,3.48,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,3,0
1609,163,yes,25,no,13.8,8,3.73,219.6,99,37.33,210.4,99,17.88,242.7,88,10.92,2,0
1610,57,no,0,no,11.2,4,3.02,169.6,96,28.83,234.7,112,19.95,285.4,83,12.84,0,0
1611,104,no,0,yes,12.6,5,3.4,160.4,73,27.27,293.9,103,24.98,306.6,90,13.8,4,0
1612,83,yes,20,no,11.2,2,3.02,95.0,89,16.15,167.9,92,14.27,200.6,79,9.03,0,0
1613,141,no,0,no,7.0,1,1.89,160.1,87,27.22,256.7,120,21.82,270.0,107,12.15,2,0
1614,95,no,0,no,3.8,2,1.03,194.6,114,33.08,232.8,106,19.79,173.4,92,7.8,3,0
1615,184,no,0,no,13.8,4,3.73,236.4,73,40.19,287.3,120,24.42,192.0,94,8.64,1,1
1617,67,no,0,no,10.9,4,2.94,179.8,125,30.57,173.2,86,14.72,272.8,97,12.28,0,0
1618,104,no,0,yes,11.0,4,2.97,148.2,108,25.19,161.8,113,13.75,259.3,103,11.67,0,0
1619,71,yes,39,no,11.9,6,3.21,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,1,0
1620,149,no,0,no,12.2,6,3.29,119.2,88,20.26,168.3,110,14.31,204.7,119,9.21,4,1
1621,154,yes,35,no,9.6,2,2.59,224.0,102,38.08,192.0,99,16.32,163.1,100,7.34,0,0
1623,117,no,0,no,9.6,8,2.59,184.8,83,31.42,248.6,101,21.13,133.1,113,5.99,1,0
1624,130,no,0,no,11.3,5,3.05,176.3,140,29.97,201.0,104,17.09,161.9,123,7.29,1,0
1625,73,no,0,no,11.1,2,3.0,241.7,115,41.09,168.5,133,14.32,169.8,122,7.64,2,0
1626,100,yes,38,no,9.8,6,2.65,224.7,121,38.2,200.58032556270126,131,24.99,290.0,61,13.05,0,0
1627,149,no,0,no,8.6,4,2.32,207.3,115,35.24,198.4,82,16.86,114.1,83,5.13,1,0
1628,29,no,0,no,12.7,7,3.43,196.8,81,33.46,168.0,110,14.28,132.6,98,5.97,2,0
1629,131,no,0,no,15.8,9,4.27,110.9,74,18.85,115.6,90,9.83,190.5,114,8.57,1,0
1630,153,no,0,no,8.0,3,2.16,122.5,145,20.83,273.3,103,23.23,197.8,71,8.9,2,0
1631,84,no,0,no,13.2,5,3.56,226.9,144,38.57,201.6,122,17.14,130.2,121,5.86,2,0
1632,133,no,0,no,10.0,8,2.7,187.0,65,31.79,141.4,128,12.02,238.2,108,10.72,2,0
1633,112,no,0,no,11.2,6,3.02,170.5,113,28.99,193.2,129,16.42,188.0,91,8.46,0,0
1634,87,no,0,no,9.5,3,2.57,204.8,101,34.82,161.0,80,13.69,285.7,89,12.86,0,0
1635,72,no,0,no,12.0,5,3.24,165.9,114,28.2,235.9,97,20.05,210.1,120,9.45,2,0
1636,66,no,0,no,9.5,3,2.57,154.0,133,26.18,198.9,121,16.91,151.9,100,6.84,4,1
1637,65,yes,29,no,8.9,6,2.4,158.1,104,26.88,322.2,81,27.39,210.0,96,9.45,1,0
1638,74,no,0,no,9.1,2,2.46,225.2,93,38.28,215.1,120,18.28,241.8,95,10.88,2,0
1639,116,no,0,no,9.7,2,2.62,159.4,79,27.1,179.5,88,15.26,167.8,71,7.55,6,1
1640,68,no,0,no,11.7,1,3.16,172.7,95,29.36,139.1,90,11.82,174.3,99,7.84,2,0
1641,68,no,0,no,11.0,3,2.97,222.8,99,37.88,175.8,85,14.94,202.0,111,9.09,3,0
1642,54,no,0,yes,10.1,3,2.73,214.1,77,36.4,240.5,94,20.44,188.9,75,8.5,1,0
1643,99,no,0,no,7.5,3,2.03,54.8,92,9.32,173.0,103,14.71,195.1,125,8.78,1,0
1644,107,no,0,no,7.3,3,1.97,134.0,104,22.78,174.5,94,14.83,311.1,79,14.0,3,0
1645,124,no,0,no,10.5,6,2.84,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,1,0
1646,95,yes,36,no,11.3,3,3.05,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,3,0
1647,173,no,0,no,9.9,2,2.67,291.8,143,49.61,214.3,134,18.22,151.2,119,6.8,0,1
1648,110,no,0,no,13.5,4,3.65,222.7,94,37.86,105.8,98,8.99,214.8,78,9.67,1,0
1649,102,no,0,no,8.5,5,2.3,174.5,79,29.67,236.8,136,20.13,270.4,110,12.17,0,0
1650,130,no,0,no,10.4,4,2.81,68.4,86,11.63,193.3,110,16.43,171.5,139,7.72,0,0
1651,91,yes,31,no,9.6,2,2.59,273.0,78,46.41,215.5,98,18.32,104.7,114,4.71,1,0
1652,64,no,0,yes,17.3,9,4.67,225.3,134,38.3,108.2,87,9.2,139.6,132,6.28,1,1
1653,176,yes,23,no,7.2,6,1.94,283.2,130,48.14,162.6,74,13.82,177.7,104,8.0,1,0
1654,93,no,0,yes,11.1,2,3.0,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,1,1
1655,84,yes,12,no,10.7,2,2.89,89.7,87,15.25,138.6,73,11.78,165.8,114,7.46,1,0
1656,138,no,0,no,5.0,3,1.35,127.1,102,21.61,247.7,106,21.05,207.7,75,9.35,3,0
1657,101,yes,28,no,10.7,5,2.89,105.9,132,18.0,231.7,107,19.69,281.3,120,12.66,1,0
1659,111,no,0,no,6.4,3,1.73,191.3,80,32.52,138.5,94,11.77,246.0,107,11.07,2,0
1660,132,yes,36,no,13.7,5,3.7,201.9,93,34.32,156.3,75,13.29,131.3,92,5.91,0,0
1661,128,no,0,no,14.7,2,3.97,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,3,0
1662,92,yes,38,no,8.9,1,2.4,242.2,96,41.17,159.7,144,13.57,210.0,108,9.45,1,0
1663,197,no,0,yes,13.7,5,3.7,127.3,80,21.64,222.3,115,18.9,173.9,95,7.83,5,1
1664,191,no,0,no,10.9,7,2.94,162.0,104,27.54,241.2,120,20.5,210.4,83,9.47,1,0
1665,99,yes,33,no,10.6,1,2.86,179.1,93,30.45,238.3,102,20.26,165.7,96,7.46,2,0
1666,106,yes,31,no,12.3,4,3.32,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,3,0
1667,88,no,0,no,6.4,4,1.73,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,2,0
1668,78,no,0,no,10.2,1,2.75,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,0,0
1669,98,no,0,no,7.8,6,2.11,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,1,0
1670,17,yes,35,no,8.1,10,2.19,198.5,123,33.75,270.6,74,23.0,209.9,130,9.45,1,0
1671,56,yes,24,no,12.7,3,3.43,121.7,87,20.69,184.0,76,15.64,266.6,98,12.0,1,0
1672,84,no,0,no,14.0,6,3.78,130.2,105,22.13,278.0,60,23.63,305.4,74,13.74,2,0
1673,95,no,0,no,13.7,3,3.7,203.4,96,34.58,168.6,61,14.33,173.0,105,7.79,2,0
1674,16,no,0,no,10.5,8,2.84,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,5,0
1675,76,no,0,yes,9.9,1,2.67,241.0,120,40.97,231.8,96,19.7,220.2,67,9.91,1,1
1676,93,no,0,no,10.2,3,2.75,141.7,95,24.09,221.0,100,18.79,227.1,71,10.22,0,0
1677,83,no,0,no,7.7,5,2.08,134.8,96,22.92,167.2,78,14.21,161.5,123,7.27,2,0
1678,123,no,0,no,9.0,10,2.43,163.1,119,27.73,249.4,51,21.2,168.2,77,7.57,1,0
1679,64,no,0,no,8.9,8,2.4,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,1,0
1680,82,no,0,no,10.6,6,2.86,329.8,73,56.07,208.3,120,17.71,267.1,102,12.02,0,1
1681,107,no,0,no,12.7,1,3.43,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,2,0
1682,110,no,0,no,7.1,4,1.92,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,1,0
1683,96,yes,29,no,8.5,3,2.3,150.0,91,25.5,159.4,75,13.55,228.1,55,10.26,1,0
1684,47,yes,30,no,12.9,4,3.48,196.6,93,33.42,241.4,140,20.52,226.0,118,10.17,2,0
1685,115,no,0,no,14.1,4,3.81,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,2,0
1686,69,no,0,no,10.8,5,2.92,143.6,88,24.41,141.8,86,12.05,194.0,83,8.73,3,0
1687,163,yes,40,no,12.3,3,3.32,231.9,56,39.42,211.8,91,18.0,268.5,74,12.08,2,0
1688,90,no,0,no,14.2,5,3.83,37.8,80,6.43,155.3,105,13.2,175.0,111,7.88,3,0
1689,98,no,0,no,10.5,4,2.84,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,3,0
1690,90,yes,39,no,11.4,5,3.08,94.8,89,16.12,219.1,91,18.62,197.4,65,8.88,1,0
1691,174,yes,15,no,12.4,9,3.35,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,1,0
1692,95,no,0,no,7.3,4,1.97,269.0,120,45.73,233.7,120,19.86,179.3,61,8.07,2,1
1693,79,no,0,no,6.3,7,1.7,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,1,1
1694,123,yes,27,no,12.5,5,3.38,198.7,127,33.78,249.0,105,21.17,173.2,124,7.79,1,0
1695,99,no,0,no,11.5,7,3.11,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,7,1
1696,114,no,0,no,13.3,5,3.59,202.1,100,34.36,195.7,102,16.63,291.8,120,13.13,2,0
1697,141,no,0,no,12.4,6,3.35,215.6,113,36.65,200.6,81,17.05,153.8,107,6.92,1,0
1698,132,no,0,no,11.5,2,3.11,169.9,107,28.88,209.4,121,17.8,206.1,79,9.27,1,0
1699,133,no,0,no,6.0,4,1.62,201.7,85,34.29,169.4,116,14.4,286.3,80,12.88,0,0
1700,133,no,0,no,8.4,3,2.27,221.1,133,37.59,200.58032556270126,140,13.62,161.8,84,7.28,4,0
1701,93,yes,32,no,9.4,5,2.54,218.7,117,37.18,115.0,61,9.78,192.7,85,8.67,2,0
1702,34,no,0,no,11.0,10,2.97,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,2,1
1703,140,no,0,no,7.7,3,2.08,120.3,108,20.45,240.4,84,20.43,216.4,74,9.74,4,1
1704,96,yes,26,no,11.1,2,3.0,175.8,96,29.89,206.6,84,17.56,178.0,105,8.01,2,0
1705,144,no,0,no,11.6,5,3.13,278.5,95,47.35,240.7,90,20.46,120.0,90,5.4,1,1
1706,24,yes,29,no,7.2,2,1.94,236.3,105,40.17,190.8,114,16.22,129.0,105,5.81,3,0
1708,50,no,0,no,5.6,9,1.51,131.1,129,22.29,160.5,94,13.64,206.9,88,9.31,5,1
1709,92,yes,23,no,11.2,3,3.02,167.4,83,28.46,258.6,129,21.98,116.4,110,5.24,4,0
1710,96,no,0,no,10.5,3,2.84,197.7,68,33.61,250.5,53,21.29,181.2,67,8.15,3,0
1711,146,no,0,no,9.0,7,2.43,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,2,0
1712,138,yes,17,yes,11.7,4,3.16,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,0,0
1713,102,no,0,no,10.3,5,2.78,174.5,73,29.67,213.7,114,18.16,164.7,116,7.41,4,0
1714,76,no,0,no,7.5,3,2.03,129.7,84,22.05,177.5,80,15.09,228.9,87,10.3,5,1
1715,99,no,0,no,11.4,2,3.08,200.0,66,34.0,107.9,104,9.17,233.7,82,10.52,3,0
1716,83,yes,36,no,13.3,4,3.59,95.9,87,16.3,261.6,105,22.24,228.6,109,10.29,0,0
1717,36,yes,25,no,9.1,2,2.46,152.8,110,25.98,242.8,67,20.64,147.4,74,6.63,1,0
1718,70,no,0,no,14.3,3,3.86,129.9,102,22.08,208.7,133,17.74,231.4,93,10.41,1,0
1719,109,no,0,yes,9.7,8,2.62,268.4,85,45.63,150.6,131,12.8,297.9,84,13.41,2,1
1720,100,no,0,no,15.2,5,4.1,188.5,152,32.05,148.3,115,12.61,179.8,88,8.09,2,0
1721,104,no,0,no,6.1,1,1.65,170.6,97,29.0,162.1,111,13.78,210.7,131,9.48,1,0
1722,106,no,0,no,8.2,3,2.21,191.4,124,32.54,200.7,116,17.06,230.1,76,10.35,1,0
1723,84,no,0,no,12.3,1,3.32,75.3,96,12.8,179.9,113,15.29,193.8,134,8.72,1,0
1724,80,no,0,no,10.9,7,2.94,149.8,123,25.47,276.3,75,23.49,241.4,75,10.86,2,0
1725,100,no,0,no,7.1,4,1.92,115.9,87,19.7,111.3,56,9.46,170.2,77,7.66,1,0
1726,99,no,0,no,14.1,4,3.81,128.8,86,21.9,203.9,105,17.33,282.6,131,12.72,2,0
1727,50,no,0,no,11.0,5,2.97,131.7,108,22.39,216.5,103,18.4,196.1,126,8.82,1,0
1728,105,no,0,no,12.2,2,3.29,101.4,48,17.24,159.1,119,13.52,259.2,53,11.66,1,0
1729,113,yes,23,no,9.5,5,2.57,149.0,104,25.33,235.8,67,20.04,201.8,76,9.08,4,0
1730,111,yes,36,no,13.4,4,3.62,96.8,123,16.46,170.6,105,14.5,166.0,85,7.47,2,0
1732,70,no,0,no,12.9,7,3.48,232.8,95,39.58,303.4,111,25.79,255.6,104,11.5,0,1
1734,130,no,0,no,3.5,6,0.95,124.3,70,21.13,270.7,99,23.01,239.5,83,10.78,0,0
1735,92,no,0,no,13.8,3,3.73,157.7,101,26.81,298.6,100,25.38,216.9,99,9.76,1,0
1736,119,no,0,no,14.8,1,4.0,124.3,68,21.13,207.1,88,17.6,157.4,93,7.08,0,0
1737,115,no,0,no,6.9,6,1.86,286.4,125,48.69,205.7,74,17.48,191.4,141,8.61,1,1
1738,134,no,0,no,8.8,6,2.38,141.7,95,24.09,205.6,101,17.48,218.5,60,9.83,0,0
1739,127,yes,25,no,4.8,3,1.3,173.0,91,29.41,245.8,64,20.89,300.0,99,13.5,0,0
1740,80,no,0,no,5.8,1,1.57,268.7,120,45.68,301.0,147,25.59,167.0,140,7.52,2,1
1741,153,yes,31,no,9.4,6,2.54,218.5,130,37.15,134.2,103,11.41,118.9,105,5.35,0,0
1742,85,no,0,no,3.7,5,1.0,255.3,114,43.4,194.6,83,16.54,276.6,78,12.45,3,0
1743,79,no,0,no,11.4,5,3.08,41.9,124,7.12,211.0,95,17.94,237.9,55,10.71,1,0
1744,35,no,0,no,5.8,2,1.57,260.8,87,44.34,258.1,78,21.94,131.3,123,5.91,1,0
1745,120,yes,26,no,7.7,3,2.08,239.4,94,40.7,259.4,88,22.05,238.0,132,10.71,0,0
1746,68,no,0,no,10.2,1,2.75,226.7,94,38.54,168.4,129,14.31,188.7,117,8.49,0,0
1747,60,no,0,no,13.5,6,3.65,179.3,147,30.48,208.9,89,17.76,248.2,98,11.17,1,1
1748,120,no,0,no,10.0,5,2.7,158.0,110,26.86,197.0,103,16.75,154.9,132,6.97,1,0
1750,124,no,0,no,8.8,3,2.38,157.4,107,26.76,167.8,112,14.26,188.8,102,8.5,3,0
1751,23,no,0,no,6.9,2,1.86,113.1,74,19.23,168.8,95,14.35,262.9,126,11.83,1,1
1753,181,no,0,yes,14.1,3,3.81,161.3,83,27.42,124.4,83,10.57,262.0,98,11.79,0,1
1754,63,no,0,no,7.5,2,2.03,142.5,92,24.23,208.3,102,17.71,228.9,120,10.3,2,0
1755,54,no,0,yes,9.7,2,2.62,190.5,108,32.39,259.7,108,22.07,141.5,111,6.37,2,1
1756,80,yes,15,yes,11.9,5,3.21,159.3,110,27.08,170.6,120,14.5,141.2,82,6.35,1,0
1757,118,yes,39,yes,9.2,6,2.48,153.8,106,26.15,123.3,111,10.48,117.8,103,5.3,1,0
1758,42,no,0,yes,12.0,6,3.24,180.7,127,30.72,174.6,94,14.84,165.3,114,7.44,2,0
1759,134,no,0,no,12.1,7,3.27,202.7,105,34.46,224.9,90,19.12,253.9,108,11.43,0,0
1760,66,yes,35,no,8.9,6,2.4,190.8,100,32.44,261.3,93,22.21,209.5,108,9.43,0,0
1761,66,no,0,no,9.2,6,2.48,205.1,102,34.87,232.7,109,19.78,259.9,95,11.7,2,0
1762,127,yes,28,no,7.7,2,2.08,235.6,124,40.05,236.8,113,20.13,241.2,127,10.85,1,0
1763,146,no,0,no,7.4,3,2.0,189.3,77,32.18,155.9,128,13.25,186.0,83,8.37,0,0
1764,93,yes,42,no,11.5,1,3.11,166.9,101,28.37,273.2,84,23.22,171.0,106,7.69,1,0
1765,77,no,0,no,7.5,4,2.03,245.2,87,41.68,254.1,83,21.6,239.4,91,10.77,0,1
1766,111,no,0,no,12.7,2,3.43,132.6,125,22.54,221.1,67,18.79,127.9,101,5.76,4,1
1767,125,no,0,no,11.6,7,3.13,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,2,0
1768,115,yes,14,no,10.5,3,2.84,192.3,86,32.69,88.7,90,7.54,229.4,120,10.32,2,0
1769,115,no,0,yes,10.8,2,2.92,122.0,110,20.74,220.2,100,18.72,179.7,124,8.09,2,1
1770,114,no,0,no,9.6,2,2.59,193.0,101,32.81,250.0,81,21.25,133.3,79,6.0,2,0
1771,106,no,0,no,9.1,3,2.46,158.6,112,26.96,220.0,114,18.7,252.9,106,11.38,0,0
1772,118,yes,39,no,12.7,8,3.43,91.5,125,15.56,219.9,113,18.69,229.0,99,10.31,2,0
1773,59,no,0,no,12.5,10,3.38,153.6,92,26.11,205.5,88,17.47,114.5,89,5.15,1,0
1774,87,yes,40,yes,11.5,3,3.11,221.6,79,37.67,157.1,74,13.35,222.4,124,10.01,1,0
1775,21,no,0,no,6.6,1,1.78,244.7,81,41.6,168.0,117,14.28,281.5,87,12.67,1,0
1776,142,yes,24,no,9.5,4,2.57,239.8,103,40.77,285.9,65,24.3,256.7,106,11.55,0,0
1777,62,no,0,no,11.0,5,2.97,172.4,132,29.31,230.5,100,19.59,228.2,109,10.27,0,0
1778,149,no,0,no,10.0,3,2.7,242.5,83,41.23,245.4,97,20.86,219.6,80,9.88,3,1
1779,54,yes,39,no,11.3,10,3.05,117.6,82,19.99,200.58032556270126,60,13.53,236.4,113,10.64,2,0
1780,112,no,0,no,11.3,7,3.05,174.5,127,29.67,259.3,71,22.04,170.5,120,7.67,1,0
1781,68,no,0,no,12.0,7,3.24,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,1,0
1782,201,yes,21,no,15.1,3,4.08,192.0,97,32.64,239.1,81,20.32,116.1,125,5.22,1,0
1783,88,no,0,no,8.0,1,2.16,218.2,76,37.09,169.3,60,14.39,141.1,99,6.35,1,0
1784,85,yes,29,no,10.9,3,2.94,144.6,97,24.58,140.0,102,11.9,165.4,148,7.44,1,0
1785,51,no,0,yes,14.1,4,3.81,153.6,108,26.11,232.9,85,19.8,214.2,92,9.64,0,1
1786,45,yes,29,no,7.9,6,2.13,135.8,104,23.09,222.5,101,18.91,235.6,92,10.6,2,0
1787,116,no,0,no,8.2,5,2.21,160.7,69,27.32,146.8,106,12.48,287.8,144,12.95,0,0
1788,146,yes,31,no,7.8,2,2.11,202.5,91,34.43,241.4,108,20.52,169.6,77,7.63,1,0
1789,63,yes,34,no,12.3,5,3.32,152.2,119,25.87,227.1,91,19.3,195.7,103,8.81,1,0
1790,133,no,0,no,4.7,7,1.27,227.4,90,38.66,73.2,135,6.22,114.3,99,5.14,0,0
1791,125,no,0,no,9.2,3,2.48,191.6,115,32.57,205.6,108,17.48,210.2,123,9.46,2,0
1792,72,no,0,no,10.8,3,2.92,138.9,111,23.61,211.6,102,17.99,179.5,91,8.08,1,0
1793,130,no,0,no,6.1,6,1.65,127.0,102,21.59,206.9,107,17.59,231.7,99,10.43,0,0
1794,97,no,0,no,7.3,4,1.97,168.6,87,28.66,259.2,105,22.03,279.8,123,12.59,1,0
1795,54,no,0,no,11.5,5,3.11,286.6,73,48.72,223.2,108,18.97,203.7,107,9.17,1,1
1796,160,yes,29,no,15.2,4,4.1,164.6,121,27.98,262.8,108,22.34,123.8,131,5.57,1,0
1797,79,no,0,no,13.0,4,3.51,144.0,90,24.48,135.8,91,11.54,212.4,129,9.56,1,0
1799,59,no,0,no,12.0,4,3.24,204.3,65,34.73,247.3,123,21.02,214.7,94,9.66,1,0
1800,132,no,0,no,6.2,10,1.67,163.2,80,27.74,167.6,90,14.25,87.5,90,3.94,1,0
1801,21,no,0,no,10.7,4,2.89,225.0,110,38.25,244.2,111,20.76,221.2,93,9.95,0,0
1802,93,no,0,no,8.5,6,2.3,176.1,103,29.94,199.7,130,16.97,263.9,96,11.88,2,0
1803,147,yes,36,no,13.8,7,3.73,254.2,78,43.21,228.1,105,19.39,98.0,125,4.41,5,0
